Price,Close,High,Low,Open,Volume
Ticker,CF,CF,CF,CF,CF
Date,,,,,
2024-01-02,79.56765747070312,79.72364949903931,77.68595667359395,77.75420458070303,2091100
2024-01-03,80.63035583496094,81.17634639412842,78.83640704495073,79.19715014310941,2160400
2024-01-04,79.10941314697266,81.87834399337424,78.60242979004862,81.3323533338443,1795200
2024-01-05,79.10941314697266,79.56765225256635,78.21243858708823,79.26541260354222,2719300
2024-01-08,77.20820617675781,78.32942051094697,76.27223187497262,78.15393230292086,1529700
2024-01-09,76.4184799194336,77.98818907513353,76.26248790563348,77.1692142661405,2098400
2024-01-10,76.12599182128906,77.37395768090637,75.66775273004698,76.28198383450959,1646100
2024-01-11,76.8084716796875,76.99371917100453,75.88224910002906,76.14548887959131,1687100
2024-01-12,75.25826263427734,77.62745029309511,74.62452790179812,77.5494505700441,1621700
2024-01-16,74.26378631591797,74.73177722555637,73.16206809899907,74.66352932607401,2213000
2024-01-17,73.33756256103516,73.96154547137374,72.84032362238743,73.41556228444324,1826500
2024-01-18,73.14256286621094,73.31805852372072,71.85559719062685,73.31805852372072,2024800
2024-01-19,73.11331176757812,73.31805545302065,71.94334572548864,73.14255980286096,2126500
2024-01-22,73.09381866455078,73.41556194326664,71.80685298815034,72.89881935693677,1608900
2024-01-23,74.15653228759766,75.08276220340342,73.4643015260689,73.81529281902186,1813500
2024-01-24,74.84876251220703,74.88776237097343,73.90304383135599,74.41977894270153,1444400
2024-01-25,75.0242691040039,75.41426031010799,73.1718238923207,74.9852766780107,1672400
2024-01-26,75.55075073242188,76.01874163408857,74.819520062511,75.5020064841723,1686300
2024-01-29,75.55075073242188,75.80424611409396,74.77077581426143,75.32651082585517,1627200
2024-01-30,75.4630126953125,75.8822519440045,74.69278210174053,74.9657737169886,1565300
2024-01-31,73.62030792236328,74.79027405050748,73.25956477092825,74.2150428117345,2281500
2024-02-01,74.91702270507812,75.22902162643238,73.9323040037926,75.05352595240247,2716400
2024-02-02,74.60502624511719,74.94627318296713,73.32781235949972,74.63428172089023,1635600
2024-02-05,74.1955337524414,75.03401214392467,73.09381560477745,73.50330297593085,1544200
2024-02-06,74.23453521728516,75.37525324950172,73.68855204394312,74.02979152728189,1885500
2024-02-07,74.44903564453125,74.62453131018007,73.57155731628713,74.30278801674667,1279300
2024-02-08,74.59528350830078,74.6830276221711,73.62030923793702,74.12729258560229,1066700
2024-02-09,76.12599182128906,76.54523104961018,74.75127454756284,74.90727399924664,1806400
2024-02-12,76.886474609375,77.286210208098,75.96025199113146,76.16499570342329,1789100
2024-02-13,75.0925064086914,76.88646272818725,74.60501932948071,76.4964715771262,2215600
2024-02-14,76.13274383544922,76.43695837735433,74.74904384729778,75.75982795872126,2217600
2024-02-15,75.36729431152344,78.82162520256222,75.26915382796732,76.40751755102242,4278900
2024-02-16,76.25049591064453,76.76079945257662,75.13176332103544,76.13273931409668,2498800
2024-02-20,75.7500228881836,76.59398018650643,75.36729893744047,75.79908564590532,2815000
2024-02-21,76.31919860839844,77.16315592121667,74.69998532147511,75.56356624030543,2314600
2024-02-22,78.21318817138672,78.71367618363479,76.16218085504887,76.39770154260835,2169000
2024-02-23,78.90995025634766,79.79315471310935,77.60475968863685,77.82065677346934,2677200
2024-02-26,78.93939208984375,79.55763672800511,78.22300696464613,78.47815875421806,1784700
2024-02-27,78.29169464111328,79.34173338083562,78.22300079784425,78.9393858665648,1983000
2024-02-28,78.40946960449219,79.25342693151883,77.71271552977362,77.71271552977362,2758300
2024-02-29,79.21416473388672,79.75389995850406,77.54587384408508,77.99729910498588,3609100
2024-03-01,80.9609603881836,81.29461408568771,79.2436066829797,79.48894292658025,2834600
2024-03-04,78.37020874023438,81.66752838947107,78.32113849763535,80.89226497622701,4053700
2024-03-05,78.03654479980469,79.72445926134058,77.85990241459587,78.23281827618536,2841100
2024-03-06,80.0581283569336,81.74604298564736,79.43006814444497,80.381974009736,3852000
2024-03-07,82.3152084350586,82.82551198150988,80.24457007399079,80.65674062676067,2535900
2024-03-08,82.7666244506836,84.02275219935217,81.71658571758876,82.45259438528329,3232700
2024-03-11,83.48301696777344,83.57134190905695,81.88342734919259,82.51148753606286,2033500
2024-03-12,83.8166732788086,84.11107226280626,82.84513641653388,83.76760303794187,2567600
2024-03-13,83.10028839111328,84.71950901171044,83.05121815012917,84.130703555239,2443000
2024-03-14,82.30540466308594,83.3456279270049,81.72640724219686,82.79607714411456,2667400
2024-03-15,81.86380004882812,83.51245998749592,81.6282793396094,81.97174860035928,16557600
2024-03-18,84.37603759765625,84.80782426143382,81.73621742700982,82.55073548898831,3171600
2024-03-19,84.68025207519531,84.81763976183363,83.44375540838301,84.3367828585995,2641600
2024-03-20,84.53305053710938,85.41626245967342,83.7381635503355,84.49379584198792,2396100
2024-03-21,84.05220031738281,85.22981131653061,83.60078251814055,84.77839351728835,2275600
2024-03-22,82.09931945800781,84.70969304738644,81.78528189656987,84.1993969841849,2298500
2024-03-25,81.4614486694336,83.00215998445148,81.20629687893343,82.52129555484196,2381900
2024-03-26,80.28382873535156,82.0011824143593,80.2740206764461,81.40256139013975,2441800
2024-03-27,81.06890869140625,81.35349963157826,80.30346081159709,80.66655365931439,2419900
2024-03-28,81.65771484375,82.3740999730774,80.3917789217778,81.2848064468936,2325200
2024-04-01,81.77547454833984,82.19745316635274,81.12778330284989,81.94230138900207,1424800
2024-04-02,81.39275360107422,83.46339207130802,80.79413257487006,81.98155908127251,1746100
2024-04-03,81.65771484375,81.8834274833394,80.91189056296919,81.4712569017878,1543200
2024-04-04,84.57231140136719,84.66062885653214,81.29461524677484,82.09932532486316,3585300
2024-04-05,83.52227020263672,84.5821245570699,82.76663039015334,83.72835174593186,2755300
2024-04-08,78.30152130126953,83.88537695057238,78.1935727483711,83.62040959816044,4609500
2024-04-09,79.60670471191406,79.9011037034625,78.01692320410858,78.50759567709039,2607500
2024-04-10,79.38099670410156,79.57726270989998,77.37905199927117,77.99730414296579,3303900
2024-04-11,79.33191680908203,79.50855918764088,78.38001856097476,79.14546637237406,2348000
2024-04-12,76.6430435180664,79.32211868039512,76.48603221028584,78.30151897508267,3429800
2024-04-15,76.61359405517578,77.97766283180891,76.1817999145205,76.91780857041897,2419600
2024-04-16,76.29956817626953,77.33979140441876,76.22105878510833,76.65285294942731,2027600
2024-04-17,76.34864044189453,76.89819122045901,75.66169448162108,76.73136437511877,1839200
2024-04-18,78.10523986816406,79.67539775553314,77.72251594206146,79.09640034997557,4194400
2024-04-19,77.98748779296875,79.1454751842112,77.82066094105227,78.15431464488525,1503900
2024-04-22,77.3299789428711,77.96784712030146,76.84911456468852,77.57531516098037,1400000
2024-04-23,77.07483673095703,78.00711148047512,76.48603123194202,76.809869389806,1606900
2024-04-24,77.7715835571289,77.92860233538993,76.60378072678174,76.98650463995868,1416200
2024-04-25,78.47815704345703,78.50759619409897,76.82949722389824,77.61456869359854,1507300
2024-04-26,78.50759887695312,78.59591633189703,77.50663028558192,78.17394517551875,1380400
2024-04-29,79.32211303710938,79.89129489734007,78.20338040814157,78.97864380664868,1222100
2024-04-30,77.49681854248047,79.37118366437633,77.36923889632091,79.37118366437633,1869500
2024-05-01,76.51547241210938,77.64402068259352,76.05423905474964,77.4281235802491,1889300
2024-05-02,72.49195098876953,75.07288539931002,71.76575036676736,75.07288539931002,4327100
2024-05-03,72.70784759521484,73.76770199413751,72.04054018152449,72.72747868801055,2360700
2024-05-06,73.12001037597656,73.93452095036133,72.54101299343884,73.26721360794835,2433900
2024-05-07,73.59105682373047,73.836393064963,72.82560894901584,73.06112964422006,2882800
2024-05-08,71.8835220336914,73.22796739369342,71.67744047989284,73.01207029340875,3092500
2024-05-09,72.90411376953125,73.26721407912106,71.95220801533515,72.22698339034692,1673300
2024-05-10,72.5704574584961,73.75789145953672,72.45270085394644,73.2475878829284,1283900
2024-05-13,72.87467956542969,74.08172968571947,72.54101838236878,72.943373413844,1886100
2024-05-14,73.48723602294922,73.62555504110017,73.05252233925528,73.08216105202746,1263300
2024-05-15,73.92195892333984,74.4357142113085,73.1315580549651,73.82316069924833,1653000
2024-05-16,76.39195251464844,76.58954896360723,73.56627957517392,73.91207712976248,2681300
2024-05-17,75.3051528930664,76.47098996958157,74.83091088828864,76.3524275839319,1285500
2024-05-20,77.6170654296875,78.26914726545346,75.2359958577721,75.2359958577721,1966600
2024-05-21,77.63682556152344,78.44698300341868,76.65870285871442,77.41946496089922,1587600
2024-05-22,78.72362518310547,79.9487397247893,76.13506954291137,76.78715137921127,2263400
2024-05-23,77.32066345214844,78.56553450447767,76.84642147662743,78.4766183740915,2838200
2024-05-24,76.57967376708984,77.66646930277355,76.13507045397745,77.55778899542305,1867500
2024-05-28,77.7652587890625,78.31853480954052,76.63894258290627,76.63894258290627,1879000
2024-05-29,76.17459106445312,77.5577888054911,75.9473559044195,77.21199125468692,1704300
2024-05-30,76.05603790283203,76.79703590152835,75.34467861803213,76.0066350211237,1655100
2024-05-31,78.77302551269531,78.81253877014211,75.4829928004092,76.04615094178801,5632500
2024-06-03,79.57329559326172,79.9487318165934,78.19998008482317,78.40745859280808,2480700
2024-06-04,79.54365539550781,81.15408809183432,78.40745712632835,80.28465328351786,3007500
2024-06-05,75.91770935058594,79.11882604823262,75.16683682549757,79.11882604823262,2907800
2024-06-06,76.3721923828125,76.747628633747,75.52251412317352,75.9868740485368,1522600
2024-06-07,76.92546844482422,77.72574382557863,76.25362999622143,76.71798992158496,1916600
2024-06-10,77.72574615478516,78.02214836133552,76.36231258786019,76.63895062713587,1923400
2024-06-11,75.88806915283203,77.18235072367554,75.38419596402211,77.18235072367554,1617200
2024-06-12,74.28751373291016,76.86618709225057,73.91206996334112,76.07578629740898,1828000
2024-06-13,72.07439422607422,74.53451273254554,71.59027769858051,74.25787471683485,3132400
2024-06-14,72.38068389892578,72.86480046259581,71.66932464090057,71.77800494631116,1764000
2024-06-17,73.13155364990234,73.51687951494547,72.2621187773174,72.31152165529804,1865700
2024-06-18,72.66719818115234,73.99111083114902,72.40043471191265,73.25999500261086,2017400
2024-06-20,73.240234375,74.1393155022683,72.73636119822197,72.83515941693408,2458600
2024-06-21,72.23248291015625,73.29952179886267,71.93608070624185,73.01300167849773,5844700
2024-06-24,74.69258880615234,75.13719208071208,72.65731693192882,72.973475742855,2835500
2024-06-25,74.53451538085938,75.15695093832441,73.98123179195848,74.22823110587933,1224200
2024-06-26,75.3051528930664,75.40395111219733,74.22823195242277,74.50487751893868,1674900
2024-06-27,73.8626708984375,75.50274228893453,73.81326802456954,74.9494662831505,1471300
2024-06-28,73.23036193847656,74.66295499560997,72.96359844866866,74.25788002587876,2999600
2024-07-01,72.49923706054688,73.90219891465618,72.33127933348862,73.39831819566044,1320600
2024-07-02,69.97984313964844,72.8450365130696,69.59452483657604,72.7067099709576,2207100
2024-07-03,69.12028503417969,70.32564285608628,68.96220939766867,69.9798453345116,1879900
2024-07-05,69.29812622070312,69.6834445435579,68.49785086366947,68.97208532049653,3342600
2024-07-08,68.54724884033203,69.594531086938,68.32989576965335,69.2586080907599,1830700
2024-07-09,69.0313720703125,69.26848930487229,68.30024866220324,68.35953362420894,2123700
2024-07-10,68.91281127929688,69.34753250090345,68.54724956678032,69.17956723212382,2205200
2024-07-11,69.50559997558594,70.5528821101472,69.13016376150263,69.14992038842479,1758700
2024-07-12,69.79212951660156,70.17744786525557,69.16969392365769,69.96996933427428,1411700
2024-07-15,69.90081024169922,70.00949054969435,68.88317421030965,69.44633238000199,1625500
2024-07-16,72.32139587402344,72.62768014804266,69.46608441708122,69.51548729483876,1716800
2024-07-17,71.995361328125,72.83515747147801,71.74836201903172,72.30163805929804,1752800
2024-07-18,71.54088592529297,72.30164050640754,71.17532422184672,71.83728058354421,1243800
2024-07-19,70.87892150878906,71.99536323973962,70.26636803017851,71.99536323973962,1124900
2024-07-22,70.53311920166016,71.31363789084213,70.17743960816405,71.21483967883108,992100
2024-07-23,69.6735610961914,70.51336476897355,69.57476288110546,69.9600811964151,1935300
2024-07-24,70.6220474243164,70.76036643761803,69.64392471019954,69.93044481998744,1216500
2024-07-25,72.62767791748047,73.05251702455666,70.41455871243117,70.55288525833978,1615500
2024-07-26,74.13931274414062,74.23811095917725,72.81539254162385,72.95371155023925,1668600
2024-07-29,73.7342300415039,74.31715232276142,73.12167658742726,74.10967381046248,1235500
2024-07-30,75.51262664794922,75.86830624462547,73.44770857069979,73.67495124439536,1678700
2024-07-31,75.47311401367188,76.60931242932885,75.32491290939987,75.58179432094992,1540900
2024-08-01,74.89019775390625,76.905705596443,74.64319843088917,75.62131363944688,1579700
2024-08-02,72.3411636352539,74.31715823861917,70.93820927594166,74.15907505219577,1751700
2024-08-05,71.98548126220703,72.11391819291889,70.6121656681937,71.35316361623633,1588200
2024-08-06,72.51899719238281,72.70671153778358,71.28400067186479,72.12379679825293,1823000
2024-08-07,72.42019653320312,74.32703139801586,72.34115494948169,73.58603351072314,2877000
2024-08-08,78.5754165649414,78.66434023312296,74.62342774205733,76.26350672170805,2982100
2024-08-09,78.83230590820312,78.90146541807336,76.77726970374286,78.71374351793075,1554100
2024-08-12,79.87957763671875,80.85769282177317,79.0002606709329,79.03978146620452,2215100
2024-08-13,79.9586181640625,80.67985947699259,79.06941912682707,79.83018123450327,1283500
2024-08-14,79.58318328857422,80.04753567472538,79.05953840255349,79.62269654617863,1291600
2024-08-15,79.31475067138672,80.47792583403108,78.98667329169646,80.37851051485598,1533200
2024-08-16,80.49781799316406,80.88554306926716,79.00656536664351,80.17968440290247,1777100
2024-08-19,80.66682434082031,81.30309151769175,80.42822604571927,80.7563034420476,863800
2024-08-20,79.5931167602539,80.82589099221077,79.52352527820011,80.4779259970391,1186700
2024-08-21,79.66271209716797,80.51769753800302,79.51359290333875,80.12997246424098,1252100
2024-08-22,78.41999816894531,79.71242008182834,78.09192837189887,79.6229409845228,1457100
2024-08-23,79.94108581542969,80.20950794986892,78.64866384318866,78.90714975461748,1249200
2024-08-26,81.16390991210938,81.49198731395647,79.62294581366626,80.06038234946239,1180500
2024-08-27,81.14402770996094,81.39256981048592,80.69664737807419,81.01478096335005,1300000
2024-08-28,81.3726806640625,81.78029334200862,80.52763905515563,80.62705437651476,1308900
2024-08-29,82.4463882446289,82.95341626795599,81.41245216672219,81.85982492648519,1380300
2024-08-30,82.6054458618164,82.82416411584572,81.71070040064586,82.37679138526045,1772200
2024-09-03,78.64866638183594,81.76041088772489,77.9229200787879,81.69081939989042,2946400
2024-09-04,79.66271209716797,80.39840218293965,79.35452231671687,79.35452231671687,1337700
2024-09-05,78.08198547363281,80.35863197396996,77.96268253747049,80.03055458820067,1363100
2024-09-06,78.10186767578125,79.22528283073443,77.5550796025298,77.93286086686187,1444200
2024-09-09,78.01239776611328,78.82761557375416,77.17729234236475,77.90303863223069,1484500
2024-09-10,76.33224487304688,77.96268036396339,76.02405511101466,77.8732088530131,1552800
2024-09-11,76.99833679199219,77.2269988531708,75.66615482439458,76.54102025453767,1462500
2024-09-12,77.24687957763672,78.22116792090597,77.03810512941533,77.03810512941533,1494000
2024-09-13,78.68843078613281,79.30481034299989,77.87321299729008,78.05216361361668,1279900
2024-09-16,79.26505279541016,79.96096766713853,78.7480809607806,78.7480809607806,1304900
2024-09-17,80.99490356445312,81.23350186493711,79.42411561771853,79.48376329661372,1564200
2024-09-18,81.01477813720703,82.32708007880409,80.84577133512244,81.45221464604029,1368800
2024-09-19,82.64521789550781,83.54991479705436,82.01889452244697,82.51597873167393,2667100
2024-09-20,81.13408660888672,82.41656480056882,81.04460750556306,82.04871974895508,5249600
2024-09-23,82.7844009399414,83.09259830766666,81.1042614690141,81.35280357384568,1581700
2024-09-24,84.39495849609375,84.85227506955864,83.73881126804525,83.86805043503426,1709800
2024-09-25,83.35107421875,84.88209445030803,83.03294063718617,84.8522706121775,1492700
2024-09-26,84.5142593383789,84.71308998801867,83.33119649378395,83.36102033273961,1661100
2024-09-27,85.14057922363281,86.19439527638278,84.66338265008304,84.94174858213754,1000500
2024-09-30,85.29965209960938,85.46865890791751,84.49437053461223,85.18034916056088,1462800
2024-10-01,86.70142364501953,87.64588815843625,84.45460097893772,84.75285452736465,1804100
2024-10-02,87.63594818115234,89.11725701063659,87.26810313333544,87.3575822357355,1870800
2024-10-03,88.76929473876953,88.93830154142859,86.84060567225193,87.18856308505079,1536700
