date,close,high,low,open,volume
2024-01-02,206.70407104492188,206.8626660837868,202.7293793017728,203.19524277565387,1248000
2024-01-03,208.4783172607422,210.95630798300965,207.516855650546,209.42985722839805,1140400
2024-01-04,208.81532287597656,209.63801762058063,205.80209277628504,206.99152531236183,1139900
2024-01-05,209.4992523193359,210.2426495505328,208.46841481350333,209.7173167171101,1075500
2024-01-08,208.52789306640625,210.57966164730664,206.74373661054327,210.13362631445497,1138600
2024-01-09,211.7393493652344,211.7988187234898,207.47721736274,208.71621274124544,1254600
2024-01-10,214.22726440429688,214.26690560213711,211.1347216168163,212.13583957463428,1605200
2024-01-11,217.00259399414065,217.4882856154136,214.72285465313487,215.08959243635744,1463700
2024-01-12,217.49818420410156,218.18211203125145,216.3682210927749,217.45854300916656,1309300
2024-01-16,217.07199096679688,218.79667798366577,216.1105293402295,217.7757469986642,1352400
2024-01-17,216.78456115722656,219.18325451807695,216.3087760178757,217.07200144501863,2151700
2024-01-18,218.84622192382812,219.1535054778625,214.9904689658247,216.68542127423495,1045400
2024-01-19,216.3583221435547,219.36164565304645,216.14025775264827,219.0642837450418,1401100
2024-01-22,216.2393798828125,217.93431701906093,216.0411436555463,216.3583185942813,1175100
2024-01-23,215.93211364746097,216.81427772351068,214.55435143600224,215.2977486391157,890900
2024-01-24,215.4662628173828,216.8935879509202,215.20854209221565,216.55656970450585,977100
2024-01-25,216.9133758544922,216.972845207423,213.4045479114881,216.19971337041443,1063900
2024-01-26,215.76361083984375,217.86495735366844,215.25810615403967,217.2504053416325,972800
2024-01-29,216.5169219970703,216.5268285152575,214.90126718969853,216.0411520083459,916400
2024-01-30,218.58851623535156,218.86604998610204,216.02132147868224,218.05327689446284,1529900
2024-01-31,230.6315460205078,232.9905980358835,225.992754632526,225.992754632526,3511700
2024-02-01,234.8342132568359,234.94324544909207,226.5973748560226,230.6018010431078,2071900
2024-02-02,232.9212188720703,235.37938140729665,232.1084306641624,235.14148885571151,1267200
2024-02-05,232.14808654785156,235.5776171944631,231.49389337556556,235.24061409036,1209800
2024-02-06,232.94102478027344,235.33971788531971,231.18661831105177,234.2692392470796,2251000
2024-02-07,235.57762145996097,237.2725737780362,233.56549419241475,233.84302794487252,1662200
2024-02-08,228.78326416015625,232.3890337357126,226.7966085776206,231.9420392610379,2744900
2024-02-09,229.1507873535156,230.1043735317449,227.24359984007808,229.1408443752768,1590400
2024-02-12,228.44552612304688,229.6077178450798,226.88600933872183,228.3462024359636,1282800
2024-02-13,229.6474609375,230.49178048960107,227.85946783161,230.362658179856,1462700
2024-02-14,230.03485107421875,230.4222483054454,228.11772056083,229.6474538429921,1197400
2024-02-15,231.52484130859375,233.07443022380667,230.2931094020757,230.4520454849127,1119900
2024-02-16,230.1739044189453,232.59762652222335,229.5779017139831,232.24002793064173,1076500
2024-02-20,230.8096466064453,232.8956410347059,229.69712432842863,230.17391742515304,1547600
2024-02-21,231.9122314453125,232.78636471720503,230.54143429747705,232.35922590226536,1109700
2024-02-22,232.8360290527344,234.94189428458657,231.2765122964311,231.65398170871185,1269200
2024-02-23,235.6868896484375,236.48155491409636,232.92543959693185,233.76975912664875,975200
2024-02-26,236.74972534179688,238.25958772139228,236.0246003495545,237.445051714973,1553500
2024-02-27,234.93194580078125,236.1835484934434,233.2134929998953,235.67694162946913,1222100
2024-02-28,234.5544891357422,235.359082197312,232.31950167272436,235.359082197312,1065400
2024-02-29,234.0280303955078,235.03128599407196,233.1538971012474,234.5048234846594,1646200
