date,close,high,low,open,volume
2024-01-02,588.3599853515625,588.8765722594301,575.2952301807611,576.6463969234661,3226700
2024-01-03,613.6947021484375,615.820840445851,594.9172298735967,596.1094609233214,5130300
2024-01-04,610.5153198242188,632.2832193550138,609.293315073598,621.2055570957765,6272500
2024-01-05,614.5391235351562,615.9201249103236,606.2333468443393,610.0186392322407,2402500
2024-01-08,621.970703125,622.0004770654507,605.6373015318806,618.3940099893491,2453900
2024-01-09,621.4241333007812,630.306165407859,619.675536099661,626.0241154925757,2918900
2024-01-10,626.1036376953125,632.9191405857272,621.7023705877339,624.4146489414046,2679100
2024-01-11,631.5977783203125,635.6116205996105,624.066972895699,630.2764460858143,2690300
2024-01-12,638.7510375976562,639.8240514331234,628.9053246055329,634.0616730356701,2066400
2024-01-16,630.455322265625,643.5299633833597,629.561133798686,639.7347257880585,2413600
2024-01-17,624.8319091796875,636.3666721175478,621.1360600187903,635.303603080997,2124100
2024-01-18,619.3079833984375,619.834575822992,608.7270776443979,617.2514592751834,3385000
2024-01-19,624.504150390625,625.5076110056921,615.979768231871,618.3542854402828,3120500
2024-01-22,626.7891845703125,628.5377818903952,620.9473074506658,625.9148859102711,2030200
2024-01-23,625.5968627929688,625.9147950449549,610.8332363077398,623.6197765553651,2525000
2024-01-24,629.5908813476562,638.9994454733724,627.9018926099112,629.4120558068668,2276900
2024-01-25,623.5502319335938,628.5078648837836,620.6292937568521,623.3018530431884,2407900
2024-01-26,635.1049194335938,635.4526256773333,626.4116569462352,633.2172153234412,2410300
2024-01-29,640.8175659179688,641.4633753176691,635.6214987028014,637.3402612967085,2718500
2024-01-30,640.7977294921875,642.6059353223451,636.8435564557706,641.5130923205307,2006100
2024-01-31,641.4236450195312,659.2473187834368,632.8694895494037,646.1627342281386,4719000
2024-02-01,656.1475219726562,656.2369650609198,638.9994324513822,643.1324914411236,2494300
2024-02-02,663.3207397460938,668.2584833584099,655.4619970940704,658.0848929309708,3018000
2024-02-05,701.6207275390625,707.2638888598101,678.1042303099568,686.5391680359214,7602400
2024-02-06,700.4584350585938,737.188683057674,686.6187073630565,737.188683057674,8187300
2024-02-07,720.6763916015625,736.1851564425988,702.4354587057637,705.7736567574034,5798000
2024-02-08,730.9096069335938,736.1951176188655,721.0440035248201,723.5973460947723,4636900
2024-02-09,735.3605346679688,740.8646503117445,728.8530191304249,730.7307783079451,2833900
2024-02-12,732.4793701171875,735.9963937470487,721.7394681859756,735.9963937470487,2932300
2024-02-13,738.1522827148438,738.1622275735015,725.4452395650085,725.4452395650085,2860300
2024-02-14,753.7182006835938,760.4262242518223,741.4665874206052,742.2827055848312,3394300
2024-02-15,754.1859741210938,759.3712248704796,746.4528068132233,752.2153237044955,2507000
2024-02-16,778.3507690429688,790.7018829869149,759.8787996055028,767.3731147634643,5000700
2024-02-20,752.075927734375,789.6170558500918,749.6276342293454,786.2530821074972,4701100
2024-02-21,742.3721923828125,745.9451920789717,729.7623020084912,734.5793730723605,3548700
2024-02-22,765.98974609375,771.4437359694894,752.6831625349843,759.9584900482124,3167400
2024-02-23,765.8900756835938,773.9616563919072,758.6446360675328,770.3289439214007,2394800
2024-02-26,768.2588500976562,776.5194719481375,765.472142343306,767.6417955501099,2243800
2024-02-27,761.3717041015625,769.2840104305764,741.9044770774985,751.3196313914326,2716700
2024-02-28,754.046630859375,759.3811945276849,748.0949518809197,758.634751675921,2716300
2024-02-29,750.1053466796875,752.8721905123182,740.5011523317892,749.508216731616,3905400
2024-03-01,778.4104614257812,780.3611871682057,760.5057963017462,765.3726179948787,4240500
2024-03-04,788.5222778320312,796.9819626830056,782.4312488533142,792.6625203957078,3855600
2024-03-05,773.9020385742188,784.7901542894489,765.6314540386254,781.5853946597414,3168700
2024-03-06,776.0716552734375,784.1132889767537,770.3290023162629,780.5701760987694,2518600
2024-03-07,776.4597778320312,789.2289438519288,757.510103895992,768.1792919450899,3977400
2024-03-08,758.5252685546875,776.300545964083,751.4191182088239,776.300545964083,4042900
2024-03-11,730.886962890625,753.2105726969388,724.1689773624656,748.6423765553677,3968900
2024-03-12,751.369384765625,752.3845057343048,734.5097265014734,737.4457471931855,2701700
2024-03-13,754.2456665039062,757.1617625139916,742.1731930354688,753.4096238127947,2357500
2024-03-14,757.1218872070312,764.3574255042604,745.8456684035972,761.3219036067954,2647500
2024-03-15,750.5930786132812,757.2812383453246,744.1637562089483,751.7973616505631,3729300
2024-03-18,759.0427856445312,766.0295102241746,754.6537283737779,758.6646438163658,2521400
2024-03-19,769.1148071289062,770.1796787644988,751.4191068196545,754.8427936567126,2557100
2024-03-20,769.1943969726562,769.4929619571104,753.0513557745418,766.4574399147583,2038000
2024-03-21,766.6067504882812,776.8379619809263,755.2807197283458,770.3290023565881,3013200
2024-03-22,766.955078125,773.3147857294589,763.6409156373305,766.3479858580223,1979700
2024-03-25,769.4730834960938,774.7976846456178,764.5067603211047,767.4427201490508,1806600
2024-03-26,771.2247314453125,774.6384559218848,765.3526904066033,770.5280393439226,2099000
2024-03-27,774.4891357421875,781.5355727729036,763.7403715866851,775.0166511446887,2297700
2024-03-28,774.2702026367188,789.9056521391877,772.7573924700878,776.6189947144153,3209400
2024-04-01,756.9428100585938,773.81243082836,750.2447489062454,772.31954510972,2921300
2024-04-02,760.336669921875,761.4413907732225,749.9262583227668,751.488819328992,2596800
2024-04-03,772.3095703125,783.51617531159,761.7797328720864,762.0584340263101,3044900
2024-04-04,764.4371337890625,784.1631379207802,764.178357209059,777.8332562385958,2354000
2024-04-05,780.4906616210938,782.9788045922132,759.4708346607305,761.8394908832124,2111900
2024-04-08,773.6033935546875,781.4759114791686,769.6820780283751,781.2967724850538,1664200
2024-04-09,753.6484375,774.1308445618397,747.0897275695858,773.9517055826345,2464800
2024-04-10,758.3660278320312,761.6305004596633,743.2879183751477,747.7168248658068,1700300
2024-04-11,755.9873657226562,759.709617549498,747.1096286724958,756.1764670010842,1594800
2024-04-12,748.0750732421875,759.8788080588752,746.2338111302006,755.9674548825127,2490000
2024-04-15,747.209228515625,764.3574897387253,745.9651570805034,756.4651078437948,2358600
2024-04-16,743.1983032226562,749.5679731845153,739.4760512573043,748.1148758990661,2569800
2024-04-17,747.209228515625,768.1693416247272,741.3471493343699,755.5992389846042,3069400
2024-04-18,742.4120483398438,748.6324052353352,740.242395144177,745.8655613302977,1717300
2024-04-19,722.8651733398438,746.4527784805949,718.6452930049549,745.6067735081759,3503900
2024-04-22,727.861328125,734.3802494092156,721.9793251622212,726.2788427466735,2354100
2024-04-23,742.1532592773438,742.621000950086,727.9708457944257,737.684564678174,2042000
2024-04-24,728.727294921875,749.0703534291055,725.3334340342407,749.0703534291055,2133400
2024-04-25,721.4320068359375,724.5372041180336,714.8931604210412,721.5613951181642,2608800
2024-04-26,730.0310668945312,733.9523824152096,717.5803904832054,720.0486087261407,2009200
2024-04-29,733.7034912109375,737.0674648161538,726.1494636607069,732.260356375098,2665600
2024-04-30,777.3953247070312,791.7270517650968,764.0190663680618,771.32428047511,7437100
2024-05-01,773.0659790039062,778.8981712314624,764.6062933630525,771.0854270261202,2802100
2024-05-02,752.3247680664062,773.6531811850529,750.7124564233453,773.6531811850529,3205600
2024-05-03,731.4840698242188,741.4665275340424,726.8760854116023,739.4760133661657,4595100
2024-05-06,763.0437622070312,763.352289500875,732.509279424836,734.5395821895806,3398300
2024-05-07,774.0811767578125,775.3949234916812,758.4954156954539,765.2532506540439,2879400
2024-05-08,771.3242797851562,777.6441382954487,768.5375719557126,775.4048097412336,2089800
2024-05-09,767.8906860351562,780.281650413434,765.551855896602,773.314849963314,2522100
2024-05-10,756.3954467773438,773.7328096144245,756.3954467773438,770.3489716946686,2082300
2024-05-13,754.1063842773438,759.9286145348993,746.9704072407868,759.8788638245835,1848900
2024-05-14,760.3565063476562,760.8740594827151,747.9556416524154,747.9556416524154,1956200
2024-05-15,784.6223754882812,785.2603794930004,760.7752035785584,761.8220534495348,3038300
2024-05-16,768.770751953125,784.0839425894477,767.793757028041,782.3193763318174,2299700
2024-05-17,767.6542358398438,772.5093947752052,764.7630461963449,770.5354462119376,1670300
2024-05-20,780.7940673828125,781.940588295301,763.7860423976421,764.563695367688,2188800
2024-05-21,800.72314453125,814.1222023227242,788.9790636645515,790.0458112367347,4334500
2024-05-22,800.4639282226562,802.427958309083,792.8272909925346,798.559773762993,1767500
2024-05-23,805.987060546875,818.1099882023944,799.7161841560522,807.5323262853565,3025800
2024-05-24,804.97021484375,807.652022384752,801.7002387711908,805.5384856813471,1774600
2024-05-28,805.3988647460938,806.5354063749577,785.8486206119412,806.5354063749577,2483500
2024-05-29,809.0577392578125,813.1252659083502,799.6464953628089,800.5536963147412,2380000
2024-05-30,812.576904296875,817.4918776714634,803.654158444554,810.3138004162751,1986300
2024-05-31,817.8408813476562,823.6929936705782,808.6289796647186,816.3055339758929,4472100
2024-06-03,828.7276000976562,835.7262333416779,816.0064633341175,821.3202426804753,2537200
2024-06-04,830.0535278320312,832.9246978840359,822.7956772625088,831.4592054705045,1748300
2024-06-05,829.22607421875,835.8956957392224,815.1291367624476,827.9599237694439,2169000
2024-06-06,834.7391967773438,844.3896996175059,829.3457049695324,832.3365655507519,2109000
2024-06-07,847.4005126953125,854.1997430033484,834.4600754779742,835.2077906179445,2468800
2024-06-10,862.3648071289062,868.9746139289413,846.8023770630273,851.3783597096887,3444500
