date,open,high,low,close,volume,macd,macd_signal
2025-01-13,210.0,213.81,207.77,213.68,454336.0,0.0,0.0
2025-01-10,211.0,215.0,208.01,212.12,758779.0,-0.1244444444444639,-0.02488888888889278
2025-01-08,215.91,216.02,210.0,215.37,729085.0,0.038733776511520546,-0.012164355808810116
2025-01-07,219.56,226.355,216.84,217.56,667485.0,0.3408394051635071,0.05843639638565333
2025-01-06,215.31,221.96,212.545,218.88,913586.0,0.6789467848177821,0.1825384740720791
2025-01-03,209.84,212.49,206.0,208.26,517020.0,0.08892895651479193,0.16381657056062168
2025-01-02,211.77,215.7596,207.2,208.49,517888.0,-0.35600158083389033,0.05985294028171929
2024-12-31,208.32,208.99,206.2627,208.51,431737.0,-0.6989414425077882,-0.09190593627618221
2024-12-30,207.98,208.225,204.13,206.58,486696.0,-1.11362148863401,-0.29624904674774777
2024-12-27,212.49,214.825,209.665,211.43,390554.0,-1.0389278325945952,-0.4447848039171173
2024-12-26,211.55,216.1,210.51,215.5,570981.0,-0.6438951638162109,-0.484606875896936
2024-12-24,207.61,213.57,207.4275,213.5,445557.0,-0.48660295706599754,-0.48500609213074836
2024-12-23,211.27,211.99,205.33,207.57,956999.0,-0.8308714223521179,-0.5541791581750223
2024-12-20,211.64,214.98,210.6,211.06,1463105.0,-0.8127242493158633,-0.6058881764031905
2024-12-19,215.0,218.8217,211.46,213.58,933414.0,-0.5882189228707375,-0.6023543256966999
2024-12-18,228.83,228.965,212.5,212.69,964469.0,-0.47661823778844337,-0.5772071081150486
2024-12-17,226.61,231.295,226.1,228.81,586143.0,0.9021756691881535,-0.2813305526544082
2024-12-16,233.14,237.17,229.73,230.09,765698.0,2.0742543636092705,0.18978643059832753
2024-12-13,235.19,238.11,233.8,235.39,519180.0,3.3917034334422453,0.8301698311671112
2024-12-12,239.15,241.2848,235.36,235.72,389425.0,4.411565770964472,1.5464490191265834
2024-12-11,240.35,246.1899,237.25,239.52,495479.0,5.463462864225846,2.3298517881464362
2024-12-10,237.19,239.48,233.94,237.16,586656.0,6.037074970180214,3.071296424553192
2024-12-09,232.0,240.0,231.67,237.57,548673.0,6.4503941418518025,3.7471159680129142
2024-12-06,230.21,240.6,229.535,232.35,560688.0,6.284300682143197,4.254552910838971
2024-12-05,235.45,235.45,226.67,227.81,528092.0,5.720389274312879,4.547720183533753
2024-12-04,237.0,237.205,233.6001,235.29,612124.0,5.810083877587573,4.800192922344517
2024-12-03,233.79,235.61,229.52,234.01,538909.0,5.712037382972738,4.982561814470162
2024-12-02,231.22,235.56,226.525,234.14,778508.0,5.580496256046871,5.102148702785504
2024-11-29,228.48,233.67,226.75,232.77,312009.0,5.304553820352282,5.14262972629886
2024-11-27,230.33,234.6,228.045,229.66,528860.0,4.779817680473599,5.070067317133808
2024-11-26,237.26,237.475,226.5201,227.93,1612863.0,4.176223067400855,4.891298467187218
2024-11-25,230.0,241.15,228.5201,240.52,1393585.0,4.660059503684039,4.845050674486583
2024-11-22,226.3,230.0,216.61,225.89,832907.0,3.8189620163995244,4.639832942869171
2024-11-21,225.0,229.29,224.43,228.21,475059.0,3.3015327939811527,4.372172913091568
2024-11-20,221.0,224.24,219.0,223.87,529015.0,2.5123043969983314,4.00019920987292
2024-11-19,226.69,227.62,221.5638,222.58,623971.0,1.7624268278864577,3.5526447334756277
2024-11-18,223.83,231.86,223.185,229.9,940290.0,1.7387628996320075,3.1898683667069037
2024-11-15,223.3,229.3,221.195,223.69,1074011.0,1.2050232076989573,2.7928993349053144
2024-11-14,215.59,225.01,213.37,221.64,926200.0,0.6095858626493964,2.356236640454131
2024-11-13,217.67,219.38,213.175,215.03,594114.0,-0.39116517250505467,1.806756277862294
2024-11-12,223.35,225.41,218.79,219.09,570108.0,-0.8468970071986632,1.2760256208501026
2024-11-11,223.96,229.0,223.27,225.24,666063.0,-0.7037023248965113,0.8800800317007799
2024-11-08,220.94,224.16,216.58,220.51,843952.0,-0.9608152965982981,0.5119009660409644
2024-11-07,224.91,224.91,219.77,222.18,959183.0,-1.0180882482552818,0.20590312318171514
2024-11-06,222.17,225.09,215.19,224.85,1179421.0,-0.8383666206559894,-0.00295082558582578
2024-11-05,208.55,213.26,206.28,212.15,651470.0,-1.7011104552074698,-0.3425827515101546
2024-11-04,208.97,216.6,207.38,210.78,730706.0,-2.466951232075928,-0.7674564476233093
2024-11-01,204.81,209.31,204.77,208.58,868939.0,-3.214354105895069,-1.2568359792776613
2024-10-31,210.65,211.76,204.925,205.03,1032366.0,-4.046486225201846,-1.8147660284624985
2024-10-30,210.44,214.85,210.28,210.86,825496.0,-4.187256561123689,-2.289264134994737
2024-10-29,207.06,217.5,205.83,212.78,1070230.0,-4.096666293699229,-2.6507445667356353
2024-10-28,219.69,222.8325,215.73,215.8,791552.0,-3.738093676273195,-2.8682143886431475
2024-10-25,222.5,226.72,218.48,219.3,1145141.0,-3.1353590765659476,-2.9216433262277075
2024-10-24,214.48,226.85,213.0,216.42,2032166.0,-2.857144115808808,-2.908743484143928
2024-10-23,208.29,210.35,206.12,207.66,1457058.0,-3.3054128033545283,-2.988077347986048
2024-10-22,212.55,213.4125,209.39,210.81,1017394.0,-3.367669891279462,-3.063995856644731
2024-10-21,219.47,220.0,215.24,216.56,768087.0,-2.91937934886991,-3.035072555089767
2024-10-18,217.42,219.71,215.18,219.7,828386.0,-2.284400954117473,-2.8849382348953085
2024-10-17,217.97,218.665,214.92,216.02,845832.0,-2.054438953053676,-2.718838378526982
2024-10-16,219.54,219.54,214.26,216.05,1499086.0,-1.8484637219859792,-2.5447634472187817
2024-10-15,220.66,223.375,217.78,219.15,934876.0,-1.4187285555143205,-2.3195564688778894
2024-10-14,222.68,224.43,219.91,221.27,846662.0,-0.8967568033725399,-2.0349965357768194
2024-10-11,226.78,227.18,218.11,222.04,1311849.0,-0.4161606237358342,-1.7112293533686225
2024-10-10,230.79,233.11,228.63,229.65,671264.0,0.5721829429166974,-1.2545468941115585
2024-10-09,233.98,234.17,229.37,233.79,500875.0,1.6702620000613422,-0.6695851152769784
2024-10-08,235.04,236.5,231.77,234.06,447521.0,2.533084486427555,-0.029051194936071785
2024-10-07,239.98,240.0,232.3,234.85,421285.0,3.2432378932793995,0.6254066227070225
2024-10-04,242.39,242.88,235.74,241.35,466500.0,4.281184432627356,1.3565621846910894
2024-10-03,237.7,239.73,235.19,236.97,598058.0,4.696200274764635,2.0244898027057987
2024-10-02,241.08,242.56,234.7,238.06,550427.0,5.054788751940407,2.6305495925527205
2024-10-01,254.85,256.22,244.115,245.35,415450.0,5.859668171357981,3.2763733083137727
2024-09-30,253.21,255.415,250.44,254.32,485940.0,7.139050415387629,4.048908729728544
2024-09-27,251.97,259.01,249.74,254.81,708255.0,8.099147040591617,4.858956391901159
2024-09-26,245.25,253.82,243.8,249.46,881575.0,8.332280897482576,5.553621293017443
2024-09-25,250.04,250.04,242.165,242.45,464591.0,7.860778581400211,6.015052750693997
2024-09-24,255.61,260.35,246.9,249.01,673097.0,7.925091255906608,6.397060451736519
2024-09-23,254.35,257.18,252.0,253.16,498686.0,8.216218379740326,6.760892037337281
2024-09-20,254.74,255.03,248.94,252.85,862355.0,8.325947968159994,7.073903223501824
2024-09-19,259.99,260.88,256.48,257.17,514010.0,8.661651230105207,7.391452824822501
2024-09-18,253.41,262.87,249.31,253.01,912530.0,8.494106478294725,7.611983555516947
2024-09-17,252.62,259.52,251.1,253.16,855659.0,8.278006100342964,7.74518806448215
2024-09-16,244.85,250.46,243.69,249.56,897024.0,7.727180948382539,7.741586641262228
2024-09-13,230.22,243.96,230.22,243.73,887463.0,6.742492513674165,7.541767815744616
2024-09-12,226.09,230.3299,221.86,228.86,360999.0,4.707964623077288,6.97500717721115
2024-09-11,225.77,226.065,219.41,225.15,663773.0,2.7643548555375617,6.132876712876433
2024-09-10,221.45,227.85,218.56,227.15,427871.0,1.3696252102510016,5.180226412351347
2024-09-09,222.7,229.56,219.68,221.38,620627.0,-0.19900485611597674,4.104380158657882
2024-09-06,226.99,228.51,218.25,221.15,635768.0,-1.4440682430859226,2.9946904783091215
2024-09-05,222.41,228.27,218.91,226.52,570253.0,-1.974712569138319,2.0008098688196334
2024-09-04,224.25,227.06,221.57,222.34,740769.0,-2.7014029947447398,1.060367296106759
2024-09-03,234.23,238.76,226.192,226.5,508165.0,-2.908110274125903,0.2666717820602266
2024-08-30,236.45,240.75,234.435,237.22,493501.0,-2.1817628688077093,-0.2230151481133606
2024-08-29,234.27,238.0,232.4,235.15,356798.0,-1.7529520769623161,-0.5290025338831518
2024-08-28,234.17,235.04,228.88,230.93,563570.0,-1.733650720650843,-0.7699321712366901
2024-08-27,231.22,238.96,229.77,236.28,602731.0,-1.2719912452427025,-0.8703439860378926
2024-08-26,233.97,233.97,228.65,231.65,631371.0,-1.2651413286666013,-0.9493034545636344
2024-08-23,230.99,236.04,226.52,233.97,549901.0,-1.0602857948401265,-0.9714999226189329
2024-08-22,234.19,234.67,228.16,228.69,691763.0,-1.3088999971716078,-1.038979937529468
2024-08-21,234.22,235.44,231.19,235.13,460672.0,-0.9750347711103018,-1.0261909042456347
2024-08-20,237.5,242.14,232.73,233.23,692861.0,-0.8539148957504494,-0.9917357025465977
