date,open,high,low,close,volume,macd,macd_signal
2025-01-13,130.73,134.73,129.54,134.6,4207293.0,0.0,0.0
2025-01-10,133.83,133.9,130.63,131.21,4661931.0,-0.27042735042735444,-0.05408547008547089
2025-01-08,132.03,134.68,131.66,134.53,4675990.0,-0.21437553266613918,-0.08614348260160455
2025-01-07,130.09,132.8,130.01,132.77,3414840.0,-0.3084161252159845,-0.13059801112448055
2025-01-06,130.82,131.409,129.88,130.29,3067149.0,-0.5764146962995937,-0.2197613481595032
2025-01-03,129.7,130.86,129.2974,129.87,2273763.0,-0.8133205318061414,-0.3384731848888309
2025-01-02,130.29,131.62,128.98,129.7,3249067.0,-1.0032231604018023,-0.4714231799914252
2024-12-31,129.2,130.05,128.66,129.09,2220414.0,-1.1892354972171688,-0.6149856434365739
2024-12-30,129.12,129.92,127.9234,129.13,2153994.0,-1.3182282340700624,-0.7556341615632717
2024-12-27,129.91,131.18,129.21,130.18,1842823.0,-1.320507691899877,-0.8686088676305928
2024-12-26,130.33,131.4,129.23,131.18,1485103.0,-1.2274729914314833,-0.9403816923907709
2024-12-24,128.74,130.36,128.09,130.36,803216.0,-1.2060073658060446,-0.9935068270738256
2024-12-23,128.5,129.19,127.75,128.98,2067478.0,-1.2855313643524084,-1.0519117345295423
2024-12-20,126.37,130.35,125.75,129.28,8351297.0,-1.3092549374089515,-1.1033803751054243
2024-12-19,126.65,127.738,125.71,127.13,3040663.0,-1.484431469719226,-1.1795905940281848
2024-12-18,128.21,129.37,125.37,125.53,3748871.0,-1.732396770307389,-1.2901518292840257
2024-12-17,128.41,129.36,127.6502,128.05,2693196.0,-1.7059035240980336,-1.3733021682468274
2024-12-16,129.9,130.2,128.86,129.47,3097874.0,-1.552429857989864,-1.4091277061954348
2024-12-13,129.7,130.1625,128.9101,129.92,2382080.0,-1.3785980129422626,-1.4030217675448005
2024-12-12,129.65,130.6699,128.77,129.75,2915471.0,-1.2402557068458293,-1.3704685554050062
2024-12-11,130.27,130.67,129.26,129.77,4089900.0,-1.1161384504244154,-1.3196025344088882
2024-12-10,130.12,130.595,127.6,129.77,3225759.0,-1.0061760592062399,-1.2569172393683585
2024-12-09,133.1,133.85,131.27,131.49,3442505.0,-0.7713488175486418,-1.1598035550044152
2024-12-06,133.25,134.22,132.2,133.11,1912419.0,-0.44934629126365166,-1.0177121022562625
2024-12-05,130.82,135.58,130.45,133.33,4171989.0,-0.17439449669547002,-0.8490485811441041
2024-12-04,130.93,131.39,128.97,130.45,2503466.0,-0.18673261209994507,-0.7165853873352723
2024-12-03,132.89,133.23,130.74,131.15,2378362.0,-0.13843076391711406,-0.6009544626516408
2024-12-02,133.53,133.77,132.38,132.89,3002022.0,0.03979354179782035,-0.4728048617617486
2024-11-29,132.86,133.74,132.04,133.53,1618282.0,0.23002861275060127,-0.33223816685927865
2024-11-27,133.91,135.55,132.36,132.48,2579605.0,0.29269109155688966,-0.207252315176045
2024-11-26,129.99,133.23,129.65,132.95,3080298.0,0.3759429927121687,-0.09061325359840226
2024-11-25,129.21,130.6,127.55,130.32,5075140.0,0.22708402076585799,-0.027073798725550217
2024-11-22,127.69,128.48,126.37,128.42,3052490.0,-0.04369818256262192,-0.030398675492964558
2024-11-21,127.73,128.58,126.32,127.32,2544777.0,-0.34310078422950596,-0.09293909724027284
2024-11-20,128.0,128.19,127.1,127.84,1700740.0,-0.5322840102166424,-0.18080807983554675
2024-11-19,129.01,129.265,128.0,128.19,2600637.0,-0.6465183438508006,-0.2739501326385976
2024-11-18,129.78,130.3826,128.57,130.17,2433351.0,-0.5707017295316916,-0.3333004520172164
2024-11-15,130.11,131.25,129.71,129.79,1929226.0,-0.5351109151274613,-0.3736625446392654
2024-11-14,131.87,133.31,131.7701,132.32,2284136.0,-0.29930488201728167,-0.3587910121148687
2024-11-13,132.01,133.07,130.82,131.45,2675526.0,-0.18054739303332212,-0.3231422882985594
2024-11-12,132.8,133.2,128.47,130.35,3144974.0,-0.17319554390874714,-0.29315293942059695
2024-11-11,134.85,135.34,132.78,133.0,3791282.0,0.045934201632263694,-0.22533551121002482
2024-11-08,133.45,135.02,133.2002,134.34,3466066.0,0.32398817091217325,-0.1154707747855852
2024-11-07,133.36,134.8,132.48,133.07,3906572.0,0.43683400814387596,-0.0050098181996929775
2024-11-06,130.7,134.4,129.6,133.92,4803188.0,0.5880740913522402,0.11360696371069366
2024-11-05,125.5,127.9,124.83,126.52,3943782.0,0.10955194467672413,0.11279595990389976
2024-11-04,127.24,128.81,125.48,125.85,3643186.0,-0.32005431775766624,0.026225904371586565
2024-11-01,128.47,128.52,126.85,127.22,3068858.0,-0.5437053288643199,-0.08776034227559473
2024-10-31,127.0,129.15,126.97,128.47,3408943.0,-0.6130193081773427,-0.19281213545594433
2024-10-30,129.0,129.45,127.42,127.56,2737150.0,-0.7329317499960553,-0.30083605836396654
2024-10-29,129.01,130.21,127.77,129.27,2820351.0,-0.6821174893127591,-0.37709234455372503
2024-10-28,126.65,130.8,126.06,130.29,5239178.0,-0.5531648065630179,-0.4123068369555836
2024-10-25,126.6,127.04,124.5,124.75,3774883.0,-0.8877669519122264,-0.5073988599469123
2024-10-24,128.035,128.94,125.87,126.47,5085135.0,-1.0025946503834007,-0.6064380180342099
2024-10-23,131.22,132.15,125.9128,127.91,8116248.0,-0.9662619964746852,-0.678402813722305
2024-10-22,140.19,141.34,130.82,131.73,13082258.0,-0.6220553645351004,-0.6671333238848641
2024-10-21,135.28,135.84,133.75,134.84,5940581.0,-0.09719768578432308,-0.5531461962647559
2024-10-18,135.69,136.12,134.29,135.14,2791646.0,0.3390548851547237,-0.37470597998086
2024-10-17,136.61,136.66,135.115,135.68,2328475.0,0.7200612597063412,-0.1557525320434198
2024-10-16,135.6,137.05,135.33,136.35,2021056.0,1.063811994643288,0.08816037329392178
2024-10-15,136.0,136.95,135.0,135.73,2465932.0,1.2715504679455307,0.3248383922242436
2024-10-14,134.4,135.9,134.025,135.76,2207917.0,1.4222110898438984,0.5443129317481746
2024-10-11,133.4,134.859,133.1,134.75,3103642.0,1.4434727042674922,0.7241448862520382
2024-10-10,134.43,134.49,132.93,133.46,3060118.0,1.3407748499923287,0.8474708790000963
2024-10-09,134.59,135.545,134.23,135.01,2671470.0,1.368680806329536,0.9517128644659844
2024-10-08,134.48,135.0399,133.3022,134.69,2882081.0,1.3494198797409638,1.0312542675209804
2024-10-07,134.72,135.27,133.83,134.85,2254425.0,1.3317149386275275,1.0913464017422898
2024-10-04,135.84,135.93,134.0451,135.27,2387396.0,1.3361715809047325,1.1403114375747785
