date,open,high,low,close,volume,macd,macd_signal
2025-01-13,112.6,113.39,111.98,113.19,4409702.0,0.0,0.0
2025-01-10,113.77,113.84,111.79,112.31,5109130.0,-0.07019943019942332,-0.014039886039884665
2025-01-08,113.54,114.31,112.26,114.25,4455770.0,0.030358844489910553,-0.005160139933925622
2025-01-07,113.37,114.6938,113.17,113.4,5300212.0,0.04099157999304737,0.004070204051468977
2025-01-06,113.51,114.2596,112.785,113.04,6037209.0,0.02013698154118515,0.007283559549412212
2025-01-03,113.94,114.23,113.275,113.83,4416827.0,0.06658837042884613,0.019144521725298996
2025-01-02,113.69,113.96,112.755,113.44,3569139.0,0.07111195579177831,0.02953800853859486
2024-12-31,113.06,113.775,112.545,113.11,3520181.0,0.04752089639475798,0.03313458610982749
2024-12-30,114.13,114.64,112.52,112.8,3476031.0,0.0037669792444461336,0.027261064736751217
2024-12-27,115.01,115.95,114.51,114.99,2829920.0,0.14414477088742217,0.050637805966885406
2024-12-26,114.2,115.81,113.8203,115.27,2960675.0,0.2748208780619734,0.09547442038590301
2024-12-24,114.14,114.83,113.59,114.76,1479984.0,0.333386820970091,0.1430569005027406
2024-12-23,114.0,114.51,112.96,114.31,4028231.0,0.3395751030665508,0.18236054101550267
2024-12-20,112.64,115.11,112.52,114.23,12311927.0,0.3341719041043376,0.21272281363326967
2024-12-19,111.54,113.295,111.28,112.42,7738661.0,0.18174293734927005,0.20652683837646976
2024-12-18,113.03,114.15,111.85,111.93,6454872.0,0.021159069522951768,0.16945328460576617
2024-12-17,112.21,113.84,112.2,113.29,5805786.0,0.003594397356764034,0.13628150715596574
2024-12-16,112.7,113.6493,112.385,112.62,5047226.0,-0.06365535317067383,0.09629413509063783
2024-12-13,113.85,114.29,112.14,113.38,4550900.0,-0.05499170639677686,0.06603696679315489
2024-12-12,114.4,114.775,113.3,113.86,3764687.0,-0.009286664549463808,0.05097224052463115
2024-12-11,115.31,115.585,114.0103,114.14,4748085.0,0.04896414219187761,0.05057062085808045
2024-12-10,115.08,116.39,114.27,115.5,4072098.0,0.2025342712092595,0.08096335092831626
2024-12-09,115.67,115.87,113.85,114.9,4868047.0,0.2726814176335921,0.11930696426937143
2024-12-06,115.13,116.2,115.1,115.6,5300680.0,0.38037298343462567,0.1715201681024223
2024-12-05,115.26,116.2908,114.885,115.59,3269799.0,0.4596142616726411,0.22913898681646608
2024-12-04,117.01,117.01,115.29,115.97,3557185.0,0.5467735051733769,0.29266589048784825
2024-12-03,117.099,117.44,116.07,116.29,4794886.0,0.634356690193357,0.36100405042895006
2024-12-02,118.75,118.81,116.59,116.81,5339311.0,0.7372283401070945,0.43624890836457897
2024-11-29,118.71,119.19,117.86,118.77,2523194.0,0.9657776004086571,0.5421546467733946
2024-11-27,118.35,120.53,118.1,118.95,3510309.0,1.1481933730049434,0.6633623920197045
2024-11-26,118.64,119.0,117.01,117.96,4056817.0,1.1990525296202037,0.7705004195398043
2024-11-25,118.28,118.65,117.58,118.13,6879339.0,1.2387962844655505,0.8641595925249536
2024-11-22,117.224,118.0,116.38,117.76,5349775.0,1.2263015478405066,0.9365879835880642
2024-11-21,115.68,117.64,115.14,117.26,5562006.0,1.162651237973705,0.9818006344651924
2024-11-20,116.69,116.77,115.53,115.93,5624453.0,0.9934363087279365,0.9841277693177413
2024-11-19,116.54,117.55,115.45,117.13,4542921.0,0.9452657936923288,0.9763553741926588
2024-11-18,115.575,117.94,115.51,117.36,6086577.0,0.9151006802747759,0.9641044354090823
2024-11-15,114.87,116.35,114.43,115.9,6898605.0,0.7645713101581748,0.9241978103589008
2024-11-14,115.98,116.09,114.93,115.03,3812280.0,0.5685204212046102,0.8530623325280428
2024-11-13,116.08,116.81,115.55,115.74,4760798.0,0.46507860881986574,0.7754655877864074
2024-11-12,116.68,117.3,116.42,116.44,4598917.0,0.4345748685318682,0.7072874439354996
2024-11-11,116.94,117.84,116.33,116.8,5301202.0,0.4344414552745377,0.6527182462033072
2024-11-08,115.33,117.25,114.6922,116.59,5685893.0,0.41263389269087725,0.6047013755008213
2024-11-07,117.49,117.49,114.54,115.3,5518982.0,0.2879398320604736,0.5413490668127517
2024-11-06,121.0,121.0,115.5,116.8,5256141.0,0.3066218092638735,0.4944036153029761
2024-11-05,117.59,118.25,116.33,117.73,4059223.0,0.3919524545455886,0.4739133831514986
2024-11-04,119.6,120.57,117.48,117.65,5603975.0,0.44795848769172153,0.46872240405954324
2024-11-01,119.75,119.92,117.09,118.6,10149305.0,0.5625163941430458,0.4874812020762438
2024-10-31,113.57,114.47,113.27,113.37,5323165.0,0.22865131920727322,0.4357152255024497
2024-10-30,112.64,114.735,112.5,114.45,5188001.0,0.050624251161224265,0.3586970306342046
2024-10-29,114.14,114.74,113.35,113.4,4543608.0,-0.1731932437598971,0.25231897575538426
2024-10-28,114.769,114.83,113.5501,114.07,4104706.0,-0.2931278253219176,0.1432296155399239
2024-10-25,116.145,116.39,113.1964,114.22,5989611.0,-0.37178736557338254,0.040226219317262606
2024-10-24,117.21,117.41,116.21,116.54,3767983.0,-0.24410709237355377,-0.016640443020900668
2024-10-23,116.16,117.15,115.93,117.01,3655702.0,-0.10379796559449517,-0.034071947535619575
2024-10-22,116.865,117.2,115.84,116.12,5359962.0,-0.0636834307608325,-0.03999424418066216
2024-10-21,118.89,118.92,116.6,116.99,8303389.0,0.037872782351129786,-0.02442083887430377
2024-10-18,117.9,119.85,117.67,119.39,6742032.0,0.30846100877957383,0.042155530656471756
2024-10-17,118.71,118.76,117.19,117.89,5047138.0,0.39728698665054196,0.1131818218552858
2024-10-16,118.01,119.52,116.64,117.82,7356247.0,0.4567684566445962,0.1818991488131479
2024-10-15,116.75,118.36,115.81,116.05,6544862.0,0.3569688282166368,0.21691308469384568
2024-10-14,116.26,117.58,115.98,117.25,3674100.0,0.3704367110355662,0.2476178099621898
2024-10-11,116.21,117.28,115.945,116.12,3471291.0,0.2866245199559785,0.25541915196094755
2024-10-10,116.215,116.85,115.45,115.62,4068452.0,0.17780728170323812,0.2398967779094057
2024-10-09,114.98,116.27,114.56,115.95,4256968.0,0.1168501032237117,0.2152874429722669
